Time,TickMS,Action,LotSize,Bid,Ask,Spread,Velocity,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Floating_PL,Realized_PL,Session_PL,PosCount,Decision_Log
2026-02-03 21:37:45,698,IDLE,0.01,4934.6,4934.99,38.9,47.44982,8.08092,1,-0.68,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:45,122,IDLE,0.01,4934.71,4935.1,38.9,41.81307,8.1752,1,-0.57,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:45,320,IDLE,0.01,4934.77,4935.16,38.9,37.643,8.22663,1,-0.51,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:45,470,IDLE,0.01,4934.78,4935.17,38.9,34.0087,8.2352,1,-0.5,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:46,334,IDLE,0.01,4934.69,4935.08,38.9,21.22755,8.15806,1,-0.59,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:46,721,IDLE,0.01,4934.67,4935.06,38.9,28.57548,8.14092,1,-0.61,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:46,181,IDLE,0.01,4934.8,4935.19,38.9,24.5601,8.25235,1,-0.48,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:47,464,IDLE,0.01,4934.58,4934.97,38.9,17.59272,8.06378,1,-0.7,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:47,260,IDLE,0.01,4934.46,4934.85,38.9,19.55512,7.96092,1,-0.82,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:47,724,IDLE,0.01,4934.68,4935.07,38.9,17.18144,8.14949,1,-0.6,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:47,69,IDLE,0.01,4934.48,4934.87,38.9,16.56624,7.97806,1,-0.8,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:48,764,IDLE,0.01,4934.7,4935.09,38.9,14.45916,8.16663,1,-0.58,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:48,961,IDLE,0.01,4934.77,4935.16,38.9,13.02247,8.22663,1,-0.51,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:48,155,IDLE,0.01,4934.51,4934.9,38.9,10.96995,8.00378,1,-0.77,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:48,311,IDLE,0.01,4934.88,4935.27,38.9,16.77596,8.32092,1,-0.4,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:48,467,IDLE,0.01,4934.87,4935.26,38.9,19.19191,8.31235,1,-0.41,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:49,318,IDLE,0.01,4935.23,4935.62,38.9,32.65585,8.62092,1,0.18,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:49,678,IDLE,0.01,4935.34,4935.73,38.9,27.85353,8.7152,1,0.29,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:49,881,IDLE,0.01,4935.25,4935.64,38.9,32.13063,8.63806,1,0.2,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:49,573,IDLE,0.01,4935.26,4935.65,38.9,33.17712,8.64663,1,0.21,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:50,805,IDLE,0.01,4934.49,4934.88,38.9,41.63938,7.98663,1,-0.79,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:50,977,IDLE,0.01,4934.59,4934.98,38.9,45.34432,8.07235,1,-0.69,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:50,261,IDLE,0.01,4934.58,4934.97,38.9,45.97857,8.06378,1,-0.7,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:50,524,IDLE,0.01,4934.69,4935.08,38.9,45.73808,8.15806,1,-0.59,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:51,281,IDLE,0.01,4934.79,4935.18,38.9,35.48061,8.24378,1,-0.49,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:51,587,IDLE,0.01,4934.82,4935.21,38.9,30.8281,8.26949,1,-0.46,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:51,125,IDLE,0.01,4934.74,4935.13,38.9,39.20371,8.20092,1,-0.54,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:52,421,IDLE,0.01,4935.14,4935.53,38.9,30.19191,8.54378,1,0.09,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:52,603,IDLE,0.01,4934.82,4935.21,38.9,24.15353,8.26949,1,-0.46,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:52,118,IDLE,0.01,4935.12,4935.51,38.9,30.05771,8.52663,1,0.07,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:54,145,IDLE,0.01,4934.83,4935.22,38.9,19.45252,8.27806,1,-0.45,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:54,322,IDLE,0.01,4935.44,4935.83,38.9,22.77552,8.80092,1,0.39,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:55,622,IDLE,0.01,4935.43,4935.82,38.9,24.26002,8.79235,1,0.38,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:55,362,IDLE,0.01,4935.45,4935.84,38.9,19.60032,8.80949,1,0.4,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:55,517,IDLE,0.01,4935.57,4935.96,38.9,17.85599,8.91235,1,0.52,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:56,461,IDLE,0.01,4936.35,4936.74,39.0,46.59143,9.58092,0,1.3,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:56,199,IDLE,0.01,4936.32,4936.71,38.9,37.76614,9.5552,0,1.27,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:56,1,IDLE,0.01,4936.34,4936.73,38.9,33.08965,9.57235,0,1.29,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:56,837,IDLE,0.01,4936.09,4936.48,38.9,24.8646,9.35806,0,1.04,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:56,684,IDLE,0.01,4935.6,4935.99,38.9,17.48932,8.93806,1,0.55,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:57,643,IDLE,0.01,4936.26,4936.65,39.0,49.52892,9.50378,0,1.21,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:57,838,IDLE,0.01,4936.35,4936.74,39.0,44.82314,9.58092,0,1.3,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:57,83,IDLE,0.01,4936.51,4936.9,39.0,39.00374,9.71806,0,1.46,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:57,263,IDLE,0.01,4936.59,4936.98,39.0,36.27818,9.78663,0,1.54,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:57,462,IDLE,0.01,4937.0,4937.39,39.0,42.00956,10.13806,0,1.95,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:58,544,IDLE,0.01,4937.18,4937.57,39.0,42.00832,10.29235,0,2.13,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:58,322,IDLE,0.01,4936.99,4937.38,39.0,48.35143,10.12949,0,1.94,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:58,142,IDLE,0.01,4937.02,4937.41,39.0,50.99642,10.1552,0,1.97,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:58,873,IDLE,0.01,4937.01,4937.4,39.0,51.70586,10.14663,0,1.96,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:58,663,IDLE,0.01,4937.03,4937.42,39.0,48.70569,10.16378,0,1.98,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:59,710,IDLE,0.01,4937.27,4937.66,39.0,38.19118,10.36949,0,2.22,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:59,873,IDLE,0.01,4937.25,4937.64,39.0,35.35294,10.35235,0,2.2,50.0,0.0,-50.0,0.0,0.0,0.0,0,
